id,nombre,precio,cantidad,en_stock,fecha_ingreso
11357,Procesador Modelo 355,829.87,2,si,2025-03-24
11358,Memoria RAM Modelo 749,510.07,42,si,2025-06-20
11359,Monitor Modelo 809,1935.0,22,si,2025-06-08
11360,Procesador Modelo 691,1240.52,0,no,2025-05-15
11361,Auriculares Modelo 706,334.74,50,si,2025-04-29
11362,Cooler Modelo 397,717.73,42,si,2025-04-09
11363,Monitor Modelo 530,26.19,38,si,2025-05-27
11364,Tablet Modelo 549,168.09,31,si,2025-04-24
11365,Disco Duro Modelo 864,1894.46,19,si,2025-06-16
11366,Cable HDMI Modelo 370,1967.63,50,si,2025-07-18
11367,Hub USB Modelo 823,1483.3,38,si,2025-03-25
11368,Impresora Modelo 997,1441.39,28,si,2025-05-05
11369,Procesador Modelo 287,742.28,47,si,2025-07-13
11370,Smartwatch Modelo 676,1658.39,12,si,2025-04-10
11371,Adaptador Bluetooth Modelo 811,1667.73,24,si,2025-05-25
11372,SSD Externo Modelo 592,109.16,33,si,2025-01-26
11373,Disco Duro Modelo 529,1834.98,37,si,2025-05-04
11374,Parlantes Modelo 257,1799.88,7,si,2025-01-31
11375,Tarjeta de Video Modelo 214,196.9,22,si,2025-06-11
11376,Parlantes Modelo 888,339.96,30,si,2025-03-02
11377,Parlantes Modelo 256,1216.98,43,si,2025-05-11
11378,Cable HDMI Modelo 147,1142.01,1,si,2025-06-23
11379,Teclado Modelo 635,1146.84,41,si,2025-02-04
11380,Tablet Modelo 725,593.32,43,si,2025-02-12
11381,Router Modelo 611,1596.1,7,si,2025-06-13
11382,Camara IP Modelo 725,941.4,16,si,2025-03-06
11383,Disco Duro Modelo 418,1507.49,37,si,2025-03-28
11384,Hub USB Modelo 946,1142.07,0,no,2025-05-27
11385,Consola de Juegos Modelo 245,408.41,4,si,2025-04-08
11386,Microfono Modelo 434,810.5,35,si,2025-03-31
11387,Hub USB Modelo 335,911.86,17,si,2025-04-14
11388,Laptop Modelo 204,1870.47,34,si,2025-03-05
11389,Adaptador Bluetooth Modelo 881,1184.65,43,si,2025-03-11
11390,Proyector Modelo 686,1972.63,0,no,2025-02-17
11391,Router Modelo 666,1192.33,5,si,2025-01-27
11392,Auriculares Modelo 398,1583.79,46,si,2025-05-08
11393,Disco Duro Modelo 213,991.53,8,si,2025-07-04
11394,Laptop Modelo 386,118.73,45,si,2025-07-04
11395,Router Modelo 481,248.02,4,si,2025-04-11
11396,Procesador Modelo 972,856.08,4,si,2025-01-28
11397,Parlantes Modelo 562,359.05,22,si,2025-07-11
11398,Teclado Modelo 501,1328.44,11,si,2025-05-08
11399,Memoria RAM Modelo 870,1007.45,22,si,2025-04-09
11400,Impresora Modelo 997,1130.51,19,si,2025-05-19
11401,Tablet Modelo 798,83.2,12,si,2025-01-30
11402,Disco Duro Modelo 975,608.06,30,si,2025-07-10
11403,Disco Duro Modelo 371,1937.44,23,si,2025-04-01
11404,Proyector Modelo 654,1985.93,10,si,2025-04-18
11405,Proyector Modelo 847,446.74,3,si,2025-04-25
11406,Disco Duro Modelo 239,521.58,5,si,2025-06-09
11407,Disco Duro Modelo 253,1356.56,40,si,2025-04-23
11408,Fuente de Poder Modelo 340,861.61,22,si,2025-03-27
11409,Smartphone Modelo 590,1489.27,44,si,2025-02-22
11410,Impresora Modelo 914,1045.63,0,no,2025-06-17
11411,Proyector Modelo 695,342.17,31,si,2025-03-13
11412,Mouse Modelo 895,777.03,19,si,2025-04-15
11413,Smartphone Modelo 674,533.12,42,si,2025-03-22
11414,Cable HDMI Modelo 968,211.81,34,si,2025-07-18
11415,Case Modelo 129,1216.3,45,si,2025-06-08
11416,Smartphone Modelo 672,193.3,29,si,2025-01-28
11417,Hub USB Modelo 204,732.07,4,si,2025-02-06
11418,Tarjeta de Video Modelo 310,597.99,11,si,2025-06-30
11419,SSD Externo Modelo 666,956.33,4,si,2025-02-19
11420,Tarjeta Madre Modelo 907,1011.54,18,si,2025-03-30
11421,Smartphone Modelo 586,441.08,15,si,2025-07-18
11422,Disco Duro Modelo 570,505.51,34,si,2025-04-14
11423,Camara IP Modelo 387,1951.7,17,si,2025-06-13
11424,Disco Duro Modelo 516,1951.77,29,si,2025-03-25
11425,Smartwatch Modelo 996,97.54,32,si,2025-06-07
11426,Tarjeta de Video Modelo 308,898.11,2,si,2025-04-15
11427,Cable HDMI Modelo 947,28.33,41,si,2025-04-19
11428,Cable HDMI Modelo 870,24.27,24,si,2025-04-22
11429,Tarjeta de Video Modelo 510,1307.95,17,si,2025-04-28
11430,Microfono Modelo 227,1956.02,20,si,2025-07-20
11431,Tarjeta Madre Modelo 892,1589.22,32,si,2025-03-06
11432,Teclado Modelo 930,1622.78,20,si,2025-02-10
11433,Escaner Modelo 567,1835.08,44,si,2025-04-29
11434,Hub USB Modelo 319,903.21,11,si,2025-03-05
11435,Smartwatch Modelo 330,1250.82,22,si,2025-03-09
11436,Tarjeta Madre Modelo 831,1946.15,33,si,2025-03-28
11437,Tarjeta Madre Modelo 940,845.96,35,si,2025-01-28
11438,Mouse Modelo 470,1056.31,38,si,2025-02-20
11439,Auriculares Modelo 484,1890.11,2,si,2025-01-25
11440,Tablet Modelo 138,1349.62,36,si,2025-03-06
11441,Laptop Modelo 247,278.71,3,si,2025-06-11
11442,Webcam Modelo 761,1450.03,2,si,2025-04-25
11443,Smartwatch Modelo 269,350.06,27,si,2025-05-07
11444,Fuente de Poder Modelo 877,1750.5,2,si,2025-03-03
11445,Tarjeta de Video Modelo 649,1981.02,36,si,2025-03-04
11446,Impresora Modelo 478,1853.24,19,si,2025-03-19
11447,Tarjeta Madre Modelo 313,821.12,7,si,2025-02-28
11448,Smartphone Modelo 354,392.14,47,si,2025-03-20
11449,SSD Externo Modelo 261,712.19,43,si,2025-04-27
11450,Parlantes Modelo 631,339.38,2,si,2025-06-20
11451,Camara IP Modelo 491,1299.8,27,si,2025-04-05
11452,Router Modelo 777,615.43,5,si,2025-05-06
11453,Tablet Modelo 966,514.29,2,si,2025-05-15
11454,Proyector Modelo 163,529.02,36,si,2025-04-23
11455,Procesador Modelo 407,1144.44,37,si,2025-02-25
11456,Consola de Juegos Modelo 979,351.58,30,si,2025-04-25
11457,Tarjeta de Video Modelo 134,1777.79,25,si,2025-03-09
11458,Laptop Modelo 590,934.95,40,si,2025-04-17
11459,Joystick Modelo 624,541.86,16,si,2025-07-21
11460,Tablet Modelo 270,643.87,33,si,2025-01-31
11461,Router Modelo 790,491.51,41,si,2025-07-23
11462,Microfono Modelo 337,290.52,32,si,2025-04-23
11463,Mouse Modelo 877,1928.53,3,si,2025-02-12
11464,Tarjeta Madre Modelo 744,717.75,47,si,2025-07-16
11465,Laptop Modelo 297,239.04,4,si,2025-06-13
11466,Joystick Modelo 682,283.61,7,si,2025-05-05
11467,Auriculares Modelo 156,1867.59,41,si,2025-06-05
11468,Webcam Modelo 276,398.86,37,si,2025-07-06
11469,Parlantes Modelo 943,970.22,5,si,2025-04-17
11470,Case Modelo 633,1955.01,1,si,2025-01-28
11471,Tablet Modelo 556,71.76,13,si,2025-06-07
11472,Cooler Modelo 314,1769.33,18,si,2025-05-04
11473,Joystick Modelo 215,1590.97,36,si,2025-05-23
11474,Mouse Modelo 840,1183.16,35,si,2025-02-14
11475,Smartphone Modelo 190,1031.17,29,si,2025-06-13
11476,Tarjeta de Video Modelo 563,1423.46,23,si,2025-03-14
11477,Teclado Modelo 194,1180.41,25,si,2025-02-04
11478,Webcam Modelo 221,66.41,3,si,2025-07-11
11479,Camara IP Modelo 275,1194.14,48,si,2025-04-04
11480,Tablet Modelo 695,445.66,18,si,2025-06-29
11481,Tarjeta Madre Modelo 212,1895.62,39,si,2025-02-07
11482,Teclado Modelo 737,1996.64,35,si,2025-03-26
11483,Tarjeta de Video Modelo 427,215.94,22,si,2025-03-20
11484,Microfono Modelo 803,1308.47,8,si,2025-02-23
11485,Escaner Modelo 406,1589.58,8,si,2025-05-22
11486,Cooler Modelo 739,691.29,15,si,2025-06-24
11487,Monitor Modelo 165,865.1,36,si,2025-06-13
11488,Parlantes Modelo 563,751.19,14,si,2025-04-20
11489,Teclado Modelo 227,33.42,7,si,2025-04-09
11490,Tablet Modelo 266,191.37,50,si,2025-04-14
11491,Tarjeta Madre Modelo 218,51.52,38,si,2025-06-22
11492,Mouse Modelo 165,1874.07,40,si,2025-03-06
11493,Fuente de Poder Modelo 157,1367.17,49,si,2025-07-22
11494,Teclado Modelo 334,778.0,34,si,2025-05-12
11495,Parlantes Modelo 503,557.3,5,si,2025-05-07
11496,Procesador Modelo 563,1688.27,0,no,2025-05-21
11497,Monitor Modelo 316,1502.23,24,si,2025-02-27
11498,Memoria RAM Modelo 348,1525.34,40,si,2025-05-26
11499,Teclado Modelo 146,1876.42,50,si,2025-07-23
11500,Microfono Modelo 825,749.0,40,si,2025-07-04
11501,Microfono Modelo 860,1299.62,42,si,2025-04-14
11502,Impresora Modelo 107,277.14,33,si,2025-07-18
11503,Laptop Modelo 287,590.52,29,si,2025-02-14
11504,Adaptador Bluetooth Modelo 103,1286.69,14,si,2025-04-05
11505,Joystick Modelo 728,506.84,32,si,2025-06-20
11506,Cable HDMI Modelo 823,495.61,41,si,2025-04-10
11507,Camara IP Modelo 451,315.02,30,si,2025-06-26
11508,Memoria RAM Modelo 174,1318.66,12,si,2025-05-16
11509,Adaptador Bluetooth Modelo 440,960.92,8,si,2025-06-30
11510,Consola de Juegos Modelo 831,1336.94,0,no,2025-07-07
11511,Proyector Modelo 762,947.09,25,si,2025-03-25
11512,Webcam Modelo 744,16.14,29,si,2025-04-02
11513,SSD Externo Modelo 758,1638.22,28,si,2025-06-25
11514,Teclado Modelo 373,1896.34,32,si,2025-04-17
11515,Laptop Modelo 885,1712.88,37,si,2025-07-13
11516,Hub USB Modelo 331,683.49,30,si,2025-02-19
11517,Tarjeta Madre Modelo 436,686.57,11,si,2025-02-08
11518,Tarjeta Madre Modelo 670,1056.88,17,si,2025-05-02
11519,Webcam Modelo 845,52.09,0,no,2025-07-17
11520,Procesador Modelo 284,277.35,38,si,2025-02-25
11521,Smartwatch Modelo 348,1561.76,40,si,2025-03-27
11522,Memoria RAM Modelo 783,1600.23,49,si,2025-02-17
11523,Laptop Modelo 914,1813.36,31,si,2025-01-25
11524,Case Modelo 945,207.47,23,si,2025-07-18
11525,Teclado Modelo 369,972.66,35,si,2025-07-06
11526,Laptop Modelo 503,1140.26,41,si,2025-04-29
11527,Cooler Modelo 331,515.65,29,si,2025-02-21
11528,Auriculares Modelo 795,15.66,46,si,2025-04-29
11529,Parlantes Modelo 367,658.53,47,si,2025-05-24
11530,Hub USB Modelo 111,751.19,20,si,2025-06-01
11531,Cooler Modelo 268,1718.29,42,si,2025-03-31
11532,Impresora Modelo 747,272.8,24,si,2025-03-31
11533,Cooler Modelo 329,548.81,15,si,2025-03-02
11534,Parlantes Modelo 998,1429.24,1,si,2025-06-21
11535,Fuente de Poder Modelo 196,1478.27,17,si,2025-03-10
11536,Tarjeta de Video Modelo 708,159.38,47,si,2025-03-29
11537,Smartwatch Modelo 738,1187.89,18,si,2025-02-20
11538,Router Modelo 781,1522.7,31,si,2025-05-25
11539,Memoria RAM Modelo 461,1523.25,15,si,2025-06-10
11540,Tablet Modelo 806,1490.52,43,si,2025-07-19
11541,Smartwatch Modelo 807,903.24,17,si,2025-05-13
11542,Memoria RAM Modelo 749,1806.08,41,si,2025-05-31
11543,Parlantes Modelo 591,1225.88,28,si,2025-06-07
11544,Hub USB Modelo 448,1449.05,34,si,2025-04-26
11545,Joystick Modelo 406,985.27,21,si,2025-05-21
11546,Auriculares Modelo 928,92.19,35,si,2025-04-12
11547,Cable HDMI Modelo 580,957.77,22,si,2025-04-05
11548,Memoria RAM Modelo 492,1264.21,8,si,2025-04-28
11549,Monitor Modelo 925,1114.49,14,si,2025-05-22
11550,Cable HDMI Modelo 694,1635.89,14,si,2025-06-14
11551,Smartphone Modelo 931,337.73,23,si,2025-06-06
11552,Router Modelo 278,605.24,31,si,2025-03-06
11553,Microfono Modelo 835,874.26,3,si,2025-06-12
11554,Disco Duro Modelo 316,113.99,0,no,2025-02-05
11555,Procesador Modelo 709,1878.34,37,si,2025-04-24
11556,Case Modelo 871,126.22,22,si,2025-04-17
11557,Camara IP Modelo 596,352.18,19,si,2025-02-14
11558,Hub USB Modelo 403,1378.4,13,si,2025-02-25
11559,Proyector Modelo 991,21.14,43,si,2025-05-08
11560,Cooler Modelo 592,937.24,8,si,2025-06-03
11561,Consola de Juegos Modelo 541,1762.56,18,si,2025-05-24
11562,Cooler Modelo 491,846.79,43,si,2025-04-24
11563,Impresora Modelo 663,1388.76,29,si,2025-04-22
11564,Fuente de Poder Modelo 649,1797.22,19,si,2025-05-14
11565,Laptop Modelo 301,1683.71,44,si,2025-03-24
11566,Microfono Modelo 811,1588.46,27,si,2025-04-06
11567,Case Modelo 127,228.17,36,si,2025-03-22
11568,Tarjeta Madre Modelo 583,1611.94,42,si,2025-03-12
11569,Cable HDMI Modelo 621,339.49,25,si,2025-03-25
11570,Tarjeta Madre Modelo 457,1035.1,19,si,2025-04-09
11571,Fuente de Poder Modelo 493,665.45,27,si,2025-01-27
11572,Proyector Modelo 749,1954.45,25,si,2025-06-07
11573,Parlantes Modelo 530,30.7,28,si,2025-04-17
11574,Laptop Modelo 111,1235.78,0,no,2025-07-24
11575,Proyector Modelo 684,236.4,31,si,2025-03-17
11576,Joystick Modelo 143,1864.48,27,si,2025-06-20
11577,Proyector Modelo 902,500.31,16,si,2025-01-28
11578,Mouse Modelo 241,810.9,2,si,2025-01-28
11579,Mouse Modelo 355,106.19,5,si,2025-02-06
11580,Tablet Modelo 735,424.31,42,si,2025-02-11
11581,Smartphone Modelo 542,730.92,44,si,2025-03-26
11582,Laptop Modelo 422,319.15,2,si,2025-02-26
11583,Teclado Modelo 251,1854.68,46,si,2025-07-01
11584,Monitor Modelo 669,136.51,37,si,2025-05-29
11585,Smartphone Modelo 511,1840.86,43,si,2025-02-26
11586,SSD Externo Modelo 687,55.22,39,si,2025-06-23
11587,Case Modelo 736,10.68,48,si,2025-03-14
11588,Parlantes Modelo 892,1578.01,48,si,2025-02-26
11589,Case Modelo 658,247.68,21,si,2025-07-05
11590,Fuente de Poder Modelo 741,1917.7,1,si,2025-06-30
11591,Joystick Modelo 575,1164.97,26,si,2025-04-27
11592,Tablet Modelo 571,1552.49,16,si,2025-02-21
11593,Cooler Modelo 844,769.55,2,si,2025-04-12
11594,Camara IP Modelo 668,793.21,15,si,2025-03-19
11595,Camara IP Modelo 719,1877.24,0,no,2025-02-22
11596,Adaptador Bluetooth Modelo 912,844.38,27,si,2025-05-30
11597,Adaptador Bluetooth Modelo 517,785.88,29,si,2025-05-12
11598,Microfono Modelo 624,658.24,50,si,2025-02-19
11599,Laptop Modelo 601,549.45,1,si,2025-03-26
11600,Memoria RAM Modelo 448,1292.6,3,si,2025-05-10
11601,Impresora Modelo 744,1043.08,18,si,2025-07-20
11602,Tarjeta Madre Modelo 530,1185.59,24,si,2025-02-13
11603,Disco Duro Modelo 457,278.41,20,si,2025-06-03
11604,Impresora Modelo 620,1880.5,41,si,2025-02-27
11605,Cable HDMI Modelo 684,1761.18,5,si,2025-04-23
11606,Mouse Modelo 133,1212.08,28,si,2025-03-30
11607,Cooler Modelo 533,1828.63,45,si,2025-04-17
11608,SSD Externo Modelo 571,1839.74,32,si,2025-06-22
11609,Proyector Modelo 281,979.47,20,si,2025-03-24
11610,Tarjeta Madre Modelo 775,500.18,27,si,2025-07-03
11611,Smartwatch Modelo 206,1337.44,21,si,2025-06-01
11612,Impresora Modelo 584,1536.22,47,si,2025-02-02
11613,Webcam Modelo 105,434.35,11,si,2025-06-05
11614,Escaner Modelo 616,1622.52,16,si,2025-04-24
11615,Parlantes Modelo 900,1797.49,22,si,2025-07-10
11616,Proyector Modelo 149,1985.7,14,si,2025-06-17
11617,Webcam Modelo 785,377.96,37,si,2025-04-23
11618,Router Modelo 560,447.4,14,si,2025-04-03
11619,Camara IP Modelo 183,35.32,16,si,2025-03-20
11620,Monitor Modelo 372,1176.63,20,si,2025-02-08
11621,Disco Duro Modelo 342,175.75,24,si,2025-04-24
11622,Case Modelo 186,1098.68,19,si,2025-05-07
11623,Adaptador Bluetooth Modelo 609,1880.29,27,si,2025-07-14
11624,Camara IP Modelo 377,483.08,5,si,2025-02-27
11625,Webcam Modelo 469,1201.69,10,si,2025-02-03
11626,Hub USB Modelo 477,787.83,14,si,2025-02-01
11627,Hub USB Modelo 115,1262.26,3,si,2025-03-22
11628,Tarjeta Madre Modelo 226,1935.83,28,si,2025-01-27
11629,Microfono Modelo 163,1179.1,5,si,2025-04-14
11630,Adaptador Bluetooth Modelo 563,809.31,9,si,2025-03-20
11631,Mouse Modelo 453,1379.77,13,si,2025-07-19
11632,Fuente de Poder Modelo 878,552.14,48,si,2025-02-16
11633,Teclado Modelo 332,329.98,14,si,2025-02-21
11634,Cable HDMI Modelo 187,506.13,41,si,2025-05-06
11635,Escaner Modelo 222,1045.54,19,si,2025-02-19
11636,SSD Externo Modelo 714,459.29,29,si,2025-01-31
11637,Cable HDMI Modelo 415,1586.9,19,si,2025-05-20
11638,Auriculares Modelo 672,853.24,10,si,2025-05-17
11639,Monitor Modelo 391,1342.41,40,si,2025-07-02
11640,Teclado Modelo 464,913.98,29,si,2025-03-01
11641,Cooler Modelo 135,195.51,31,si,2025-04-22
11642,Joystick Modelo 694,918.47,15,si,2025-04-30
11643,Procesador Modelo 203,121.62,38,si,2025-06-09
11644,Procesador Modelo 975,942.66,37,si,2025-05-24
11645,Disco Duro Modelo 456,1832.78,29,si,2025-05-23
11646,Cooler Modelo 613,469.95,45,si,2025-04-06
11647,Tarjeta Madre Modelo 269,543.55,9,si,2025-01-27
11648,SSD Externo Modelo 111,1104.29,17,si,2025-03-29
11649,Router Modelo 743,1040.4,25,si,2025-07-21
11650,Auriculares Modelo 357,1258.16,36,si,2025-05-27
11651,Smartwatch Modelo 452,1377.18,24,si,2025-06-23
11652,Webcam Modelo 661,669.27,24,si,2025-06-23
11653,Joystick Modelo 932,218.43,42,si,2025-04-01
11654,Escaner Modelo 919,817.61,46,si,2025-03-06
11655,Cable HDMI Modelo 194,895.31,3,si,2025-05-08
11656,Tablet Modelo 283,789.42,37,si,2025-04-05
11657,Tablet Modelo 384,675.43,31,si,2025-03-08
11658,Microfono Modelo 486,987.64,8,si,2025-03-21
11659,Fuente de Poder Modelo 826,93.97,25,si,2025-03-19
11660,Smartwatch Modelo 236,1179.1,7,si,2025-02-18
11661,Mouse Modelo 603,673.53,36,si,2025-07-02
11662,Tablet Modelo 525,1541.33,27,si,2025-05-13
11663,Disco Duro Modelo 311,1761.12,17,si,2025-05-06
11664,Smartphone Modelo 869,834.36,36,si,2025-06-17
11665,Tarjeta de Video Modelo 972,1993.98,7,si,2025-07-18
11666,Microfono Modelo 609,618.18,49,si,2025-05-21
11667,Consola de Juegos Modelo 258,1083.07,30,si,2025-06-30
11668,Disco Duro Modelo 850,1784.31,0,no,2025-03-24
11669,Cooler Modelo 459,104.95,43,si,2025-03-13
11670,Procesador Modelo 530,556.39,36,si,2025-07-05
11671,Consola de Juegos Modelo 530,1356.89,33,si,2025-04-18
11672,Hub USB Modelo 687,1183.45,18,si,2025-03-14
11673,Consola de Juegos Modelo 129,884.27,14,si,2025-03-05
11674,Consola de Juegos Modelo 514,560.54,31,si,2025-04-07
11675,Impresora Modelo 961,836.61,27,si,2025-04-19
11676,Router Modelo 768,177.92,40,si,2025-06-25
11677,Proyector Modelo 256,1644.25,13,si,2025-04-30
11678,Cable HDMI Modelo 612,129.8,26,si,2025-05-11
11679,Cooler Modelo 725,504.66,18,si,2025-07-16
11680,SSD Externo Modelo 551,802.55,32,si,2025-01-26
11681,Router Modelo 212,1733.48,29,si,2025-02-20
11682,Memoria RAM Modelo 374,1680.22,49,si,2025-04-29
11683,Smartphone Modelo 928,1422.93,17,si,2025-05-18
11684,Smartphone Modelo 542,246.95,26,si,2025-05-05
11685,Router Modelo 436,749.1,13,si,2025-06-29
11686,Joystick Modelo 157,1762.21,22,si,2025-03-22
11687,Adaptador Bluetooth Modelo 921,404.96,45,si,2025-06-23
11688,Escaner Modelo 147,1330.7,10,si,2025-03-18
11689,Camara IP Modelo 732,1840.04,24,si,2025-05-26
11690,Parlantes Modelo 450,263.17,39,si,2025-05-27
11691,Teclado Modelo 462,58.26,43,si,2025-04-07
11692,Smartwatch Modelo 102,1812.16,6,si,2025-01-30
11693,Parlantes Modelo 553,249.87,10,si,2025-07-03
11694,Consola de Juegos Modelo 987,1604.23,40,si,2025-07-16
11695,Cooler Modelo 264,1530.88,28,si,2025-03-04
11696,SSD Externo Modelo 910,1613.35,21,si,2025-02-28
11697,Procesador Modelo 134,386.68,6,si,2025-05-03
11698,Adaptador Bluetooth Modelo 603,241.01,32,si,2025-04-23
11699,Cooler Modelo 996,915.94,15,si,2025-02-19
11700,Disco Duro Modelo 372,494.41,36,si,2025-03-04
11701,Proyector Modelo 353,967.55,49,si,2025-02-17
11702,Auriculares Modelo 651,130.34,17,si,2025-04-29
11703,Teclado Modelo 957,1468.62,2,si,2025-03-15
11704,Tarjeta de Video Modelo 255,638.31,40,si,2025-06-01
11705,Tarjeta de Video Modelo 398,1894.08,41,si,2025-06-04
11706,Router Modelo 861,798.16,48,si,2025-06-20
11707,Disco Duro Modelo 754,992.59,43,si,2025-04-22
11708,Smartwatch Modelo 554,1002.75,26,si,2025-06-07
11709,Adaptador Bluetooth Modelo 950,1670.05,17,si,2025-04-04
11710,Router Modelo 282,1519.81,45,si,2025-04-20
11711,Router Modelo 166,234.04,22,si,2025-04-05
11712,Parlantes Modelo 594,320.67,10,si,2025-01-31
11713,Impresora Modelo 779,806.89,12,si,2025-06-15
11714,Smartwatch Modelo 767,1638.41,50,si,2025-06-29
11715,Hub USB Modelo 373,1886.27,46,si,2025-02-13
11716,Tarjeta de Video Modelo 792,1411.33,3,si,2025-02-14
11717,Camara IP Modelo 156,919.74,11,si,2025-04-04
11718,Consola de Juegos Modelo 767,1760.7,37,si,2025-06-25
11719,Fuente de Poder Modelo 276,148.6,26,si,2025-04-18
11720,Tarjeta Madre Modelo 288,609.53,18,si,2025-07-21
11721,Smartphone Modelo 772,1241.68,27,si,2025-03-26
11722,Webcam Modelo 234,919.78,20,si,2025-03-20
11723,Microfono Modelo 412,250.21,44,si,2025-07-08
11724,Cooler Modelo 982,1519.93,18,si,2025-04-27
11725,Router Modelo 210,1579.83,31,si,2025-04-21
11726,Router Modelo 533,1074.28,38,si,2025-07-08
11727,Disco Duro Modelo 287,1848.78,18,si,2025-04-06
11728,Consola de Juegos Modelo 867,949.71,28,si,2025-05-25
11729,Laptop Modelo 891,893.0,42,si,2025-05-21
11730,Impresora Modelo 889,1121.65,21,si,2025-05-19
11731,Auriculares Modelo 327,675.82,29,si,2025-06-05
11732,Adaptador Bluetooth Modelo 323,321.1,3,si,2025-04-10
11733,Proyector Modelo 158,32.19,44,si,2025-07-24
11734,Hub USB Modelo 431,309.32,1,si,2025-03-03
11735,Procesador Modelo 972,263.4,0,no,2025-07-24
11736,Adaptador Bluetooth Modelo 878,1449.51,25,si,2025-03-23
11737,Auriculares Modelo 928,503.69,21,si,2025-02-02
11738,Fuente de Poder Modelo 346,697.91,28,si,2025-04-14
11739,Tablet Modelo 456,493.96,10,si,2025-05-26
11740,Escaner Modelo 893,91.6,19,si,2025-02-21
11741,Tarjeta Madre Modelo 196,357.71,29,si,2025-06-03
11742,Tablet Modelo 210,683.03,14,si,2025-05-23
11743,Case Modelo 315,1924.08,40,si,2025-04-21
11744,SSD Externo Modelo 107,1846.34,26,si,2025-06-04
11745,Fuente de Poder Modelo 857,920.28,47,si,2025-03-14
11746,Teclado Modelo 536,828.78,3,si,2025-06-26
11747,Smartphone Modelo 802,1877.62,20,si,2025-05-27
11748,Auriculares Modelo 724,950.72,3,si,2025-01-29
11749,Consola de Juegos Modelo 320,282.01,8,si,2025-02-19
11750,Microfono Modelo 547,983.5,21,si,2025-03-20
11751,Case Modelo 690,1147.09,11,si,2025-05-25
11752,SSD Externo Modelo 651,191.69,17,si,2025-02-03
11753,Joystick Modelo 780,1599.78,24,si,2025-02-25
11754,Webcam Modelo 619,256.1,4,si,2025-04-21
11755,Tarjeta Madre Modelo 260,323.47,19,si,2025-07-10
11756,Smartwatch Modelo 703,1091.3,24,si,2025-01-28
11757,Parlantes Modelo 887,503.15,36,si,2025-06-18
11758,Parlantes Modelo 222,705.61,22,si,2025-05-07
11759,Impresora Modelo 956,145.74,30,si,2025-01-27
11760,Impresora Modelo 397,1526.01,37,si,2025-04-03
11761,Microfono Modelo 808,693.59,6,si,2025-07-15
11762,SSD Externo Modelo 908,1809.19,9,si,2025-03-24
11763,Escaner Modelo 475,899.84,2,si,2025-03-11
11764,Smartwatch Modelo 248,1085.07,40,si,2025-05-05
11765,Mouse Modelo 445,1998.8,23,si,2025-06-27
11766,Joystick Modelo 465,761.4,25,si,2025-07-14
11767,Mouse Modelo 142,1913.48,1,si,2025-03-18
11768,Monitor Modelo 657,1265.02,23,si,2025-04-22
11769,Cooler Modelo 586,1179.48,10,si,2025-03-24
11770,Webcam Modelo 400,345.15,33,si,2025-05-18
11771,Microfono Modelo 586,1382.2,27,si,2025-02-28
11772,Monitor Modelo 944,387.16,31,si,2025-02-02
11773,Impresora Modelo 144,1330.88,16,si,2025-02-14
11774,SSD Externo Modelo 703,1706.65,31,si,2025-06-09
11775,SSD Externo Modelo 454,1552.5,25,si,2025-01-28
11776,Adaptador Bluetooth Modelo 659,1333.22,34,si,2025-02-06
11777,Parlantes Modelo 121,857.53,0,no,2025-05-21
11778,Parlantes Modelo 417,1679.51,4,si,2025-04-11
11779,Proyector Modelo 266,1065.78,2,si,2025-02-18
11780,Procesador Modelo 260,419.63,28,si,2025-03-18
11781,Auriculares Modelo 333,1179.29,39,si,2025-07-20
11782,Cable HDMI Modelo 994,1066.43,36,si,2025-04-10
11783,Parlantes Modelo 998,1937.7,30,si,2025-05-06
11784,Fuente de Poder Modelo 321,584.01,48,si,2025-07-08
11785,Mouse Modelo 512,1880.73,39,si,2025-06-01
11786,Tarjeta de Video Modelo 988,1777.55,2,si,2025-07-06
11787,Smartwatch Modelo 152,618.31,17,si,2025-06-25
11788,Smartwatch Modelo 696,1498.73,46,si,2025-06-21
11789,Impresora Modelo 680,974.21,4,si,2025-02-08
11790,Laptop Modelo 903,1417.07,4,si,2025-02-13
11791,Auriculares Modelo 670,1961.95,32,si,2025-02-14
11792,Monitor Modelo 820,1678.25,14,si,2025-05-12
11793,Laptop Modelo 671,877.31,13,si,2025-01-27
11794,Auriculares Modelo 904,1314.17,40,si,2025-02-11
11795,Adaptador Bluetooth Modelo 878,1700.61,9,si,2025-06-03
11796,Smartphone Modelo 494,45.95,10,si,2025-05-26
11797,Microfono Modelo 304,1031.77,4,si,2025-03-11
11798,Case Modelo 241,344.21,41,si,2025-05-07
11799,Escaner Modelo 516,1660.2,26,si,2025-07-12
11800,Teclado Modelo 558,319.2,16,si,2025-06-09
11801,Smartwatch Modelo 174,1188.63,13,si,2025-06-27
11802,Smartphone Modelo 654,329.96,14,si,2025-07-16
11803,Memoria RAM Modelo 313,1414.91,33,si,2025-04-02
11804,Cooler Modelo 938,927.55,12,si,2025-05-05
11805,Disco Duro Modelo 956,1728.4,33,si,2025-03-29
11806,Monitor Modelo 591,1847.55,31,si,2025-03-11
11807,Proyector Modelo 892,1306.16,38,si,2025-06-19
11808,Router Modelo 266,1880.59,17,si,2025-03-29
11809,Cooler Modelo 154,421.76,39,si,2025-07-15
11810,Cable HDMI Modelo 250,719.82,38,si,2025-07-19
